央视,#genre#
梨园频道,http://39.134.13.35:6610/180000001001/00000001000000000064000000308847/index.m3u8?
天元围棋,http://39.134.13.35:6610/180000001001/00000001000000000010000000040365/index.m3u8?
武术世界,http://39.134.13.35:6610/180000001001/00000001000000000064000000308859/index.m3u8?
文物宝库,http://39.134.13.35:6610/180000001001/00000001000000000064000000308848/index.m3u8?
港台,#genre#
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰香港,https://live.hkdvb.com/hls/live/85.m3u8?token=423992175227584
翡翠台,https://live.hkdvb.com/hls/live/81.m3u8?token=423992175227584
明珠台,https://live.hkdvb.com/hls/live/84.m3u8?token=423992175227584
美亚电影,https://live.hkdvb.com/hls/live/201.m3u8?token=423992175227584
HBO,https://live.hkdvb.com/hls/live/115.m3u8?token=423992175227584
无线新闻,http://cdn.163189.xyz/live/tvbp/stream.m3u8
Now News,https://live.hkdvb.com/hls/live/332.m3u8?token=423992175227584
星影台,https://live.hkdvb.com/hls/live/138.m3u8?token=423992175227584
中视,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
公视,http://ali.hlspull.yximgs.com/live/huanqiuhklivencxtdtejhlvmjsjwjejwttyjhvcbjjjsjntjvbjugsxw.flv
TVBS,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
年代新闻,http://ali.hlspull.yximgs.com/live/huanqiuhkliveojevdyscvbudlojlnsfjewtjudvbbjxfjnjlvcjdjdnjxw.flv
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
寰宇新闻,http://ali.hlspull.yximgs.com/live/huanqiuhklivephxehmffjuxcxjvejejyhmnjjxjjhjdhnjbnxfdjfhyxw.flv
中视新闻,http://ali.hlspull.yximgs.com/live/huanqiuhklivepnvjydstudjbsjcvbfjjjsjfjsjwetymjldhdujocnjsxw.flv
台视新闻,http://ali.hlspull.yximgs.com/live/huanqiuhklivencjjtjjudtjljcvbcvntjjjsfwetjfvcbcxvdjbjfflvcjtsxw.flv
东森新闻,http://ali.hlspull.yximgs.com/live/huanqiuhklivemhjttujjcvbyjuojdjjejywefjjfbxfbxxvbjjjljjhjsxw.flv
三立新闻,http://ali.hlspull.yximgs.com/live/huanqiuhklivehmcyoywjjubjdfjfvchtjujxcjxvcbsjfsdxcbmjsllivexw.flv
国际,#genre#
BBC,https://d3pxo1qcgzxtxs.cloudfront.net/10005/99951298/hls/playlist.m3u8?ads.xumo_channelId=99951298
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CNN,https://jmp2.uk/sam-GBBD8000016N.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CBN新闻,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
ABC,https://d4ybyqrhce41r.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-xumo-linear-nbcu-hlsv3/master.m3u8?ads.channelId=99991626
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
TalkTV,https://live-talktv-ssai.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/talktv-live/index.m3u8
TRT世界,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
CGTN新闻,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN纪录,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000528/index.m3u8?IAS

